"IL_ID","ILCE_ID","IL_ADI","ILCE_ADI","TOPLAM","MHP","HDP","SAADET","CHP","AK PARTİ"
1,650,"ADANA","ALADAĞ",10655,3566,54,186,1225,5337
1,117,"ADANA","CEYHAN",91140,24828,16577,1084,23568,23590
1,982,"ADANA","ÇUKUROVA",219068,56490,15962,3218,89376,50710
1,227,"ADANA","FEKE",10040,3162,67,210,1538,4720
1,699,"ADANA","İMAMOĞLU",16437,4197,389,361,3643,7547
1,332,"ADANA","KARAİSALI",14053,4349,87,228,1313,7773
1,338,"ADANA","KARATAŞ",13301,3521,863,104,5552,3091
1,379,"ADANA","KOZAN",72226,22185,900,1715,14945,31022
1,473,"ADANA","POZANTI",12406,3366,199,300,2636,5644
1,481,"ADANA","SAİMBEYLİ",8695,3028,48,122,1031,4205
1,981,"ADANA","SARIÇAM",77436,30289,3298,1387,12711,28610
1,4,"ADANA","SEYHAN",441384,79714,94887,6605,138646,113966
1,580,"ADANA","TUFANBEYLİ",10385,4048,105,270,1969,3673
1,627,"ADANA","YUMURTALIK",11154,3978,279,110,2898,3676
1,641,"ADANA","YÜREĞİR",220134,40918,43216,3006,53161,74348
2,5,"ADIYAMAN","ADIYAMAN MERKEZ",150588,6791,41780,3432,14553,82147
2,81,"ADIYAMAN","BESNİ",38318,1790,5812,544,9208,20088
2,144,"ADIYAMAN","ÇELİKHAN",8949,179,2429,245,820,5151
2,244,"ADIYAMAN","GERGER",8062,111,1406,218,403,5717
2,251,"ADIYAMAN","GÖLBAŞI",26172,2867,2391,337,7281,12693
2,320,"ADIYAMAN","KAHTA",54425,513,14012,786,931,37335
2,485,"ADIYAMAN","SAMSAT",4137,116,675,238,112,2946
2,878,"ADIYAMAN","SİNCİK",10014,107,513,104,100,9084
2,882,"ADIYAMAN","TUT",5660,456,372,102,1387,3183
3,8,"AFYONKARAHİSAR","AFYONKARAHİSAR MERKEZ",162329,44130,2245,4216,22277,86862
3,664,"AFYONKARAHİSAR","BAŞMAKÇI",6920,1561,45,66,2174,2855
3,666,"AFYONKARAHİSAR","BAYAT",4740,1048,97,63,883,2439
3,99,"AFYONKARAHİSAR","BOLVADİN",26290,5899,250,475,2771,16458
3,137,"AFYONKARAHİSAR","ÇAY",19910,5342,187,318,4526,9049
3,799,"AFYONKARAHİSAR","ÇOBANLAR",7710,2244,41,116,1109,4090
3,165,"AFYONKARAHİSAR","DAZKIRI",7482,1875,40,105,2076,3245
3,179,"AFYONKARAHİSAR","DİNAR",28760,8383,260,529,6204,12727
3,204,"AFYONKARAHİSAR","EMİRDAĞ",21686,4469,255,544,5369,10562
3,816,"AFYONKARAHİSAR","EVCİLER",4901,1193,16,41,1516,2040
3,837,"AFYONKARAHİSAR","HOCALAR",6127,1631,42,118,660,3427
3,301,"AFYONKARAHİSAR","İHSANİYE",17516,4888,80,258,2048,9897
3,702,"AFYONKARAHİSAR","İSCEHİSAR",14242,2738,69,454,1018,9211
3,854,"AFYONKARAHİSAR","KIZILÖREN",1750,653,12,27,236,768
3,487,"AFYONKARAHİSAR","SANDIKLI",33972,8470,289,856,5275,18175
3,519,"AFYONKARAHİSAR","SİNANPAŞA",25520,6272,129,502,3403,14533
3,532,"AFYONKARAHİSAR","SULTANDAĞI",10883,2458,186,104,5100,2718
3,557,"AFYONKARAHİSAR","ŞUHUT",23857,4855,143,472,4397,13344
4,11,"AĞRI","AĞRI MERKEZ",64610,2364,39350,552,851,19707
4,181,"AĞRI","DİYADİN",18757,192,16671,90,155,1194
4,185,"AĞRI","DOĞUBAYAZIT",53616,870,48004,206,437,3656
4,199,"AĞRI","ELEŞKİRT",15698,406,9808,123,147,4651
4,276,"AĞRI","HAMUR",8417,59,6675,50,46,1292
4,461,"AĞRI","PATNOS",52320,707,46583,215,449,3987
4,560,"AĞRI","TAŞLIÇAY",9447,397,7528,36,98,1209
4,584,"AĞRI","TUTAK",14111,1090,10710,39,155,1913
68,753,"AKSARAY","AĞAÇÖREN",5140,1328,17,104,291,3291
68,20,"AKSARAY","AKSARAY MERKEZ",148954,47565,2868,1790,8377,86364
68,814,"AKSARAY","ESKİL",13889,3760,71,219,866,8735
68,825,"AKSARAY","GÜLAĞAÇ",10000,2240,190,147,1681,5541
68,754,"AKSARAY","GÜZELYURT",6286,1471,63,55,937,3652
68,450,"AKSARAY","ORTAKÖY",18036,5141,188,298,1283,10830
68,759,"AKSARAY","SARIYAHŞİ",2523,650,21,76,265,1460
5,34,"AMASYA","AMASYA MERKEZ",85402,22089,1067,1750,20786,38420
5,260,"AMASYA","GÖYNÜCEK",7066,1385,95,150,1623,3640
5,265,"AMASYA","GÜMÜŞHACIKÖY",16842,2091,239,375,7788,6096
5,831,"AMASYA","HAMAMÖZÜ",2841,618,16,66,710,1340
5,417,"AMASYA","MERZİFON",46762,9334,599,1105,16685,18448
5,534,"AMASYA","SULUOVA",29411,5796,276,984,3802,18043
5,561,"AMASYA","TAŞOVA",21127,6691,155,259,3526,9901
6,765,"ANKARA","AKYURT",17501,2782,387,680,1526,11621
6,66,"ANKARA","BALA",12566,2235,1397,126,1648,6801
6,129,"ANKARA","ÇANKAYA",591134,94838,50415,5517,304837,111756
6,200,"ANKARA","ELMADAĞ",27487,6302,1324,1021,7930,9899
6,815,"ANKARA","ETİMESGUT",308246,65299,16064,5717,88981,117100
6,817,"ANKARA","EVREN",1790,423,14,26,294,961
6,637,"ANKARA","GÖLBAŞI",69557,15378,4137,1677,13967,30624
6,284,"ANKARA","HAYMANA",17368,1633,3217,277,1621,10080
6,639,"ANKARA","MAMAK",366819,58469,17225,6855,121633,152632
6,471,"ANKARA","POLATLI",70607,16127,4854,1163,12622,33124
6,640,"ANKARA","SİNCAN",293226,59985,10950,7661,43952,159155
6,551,"ANKARA","ŞEREFLİKOÇHİSAR",19579,4555,979,267,3769,9030
6,30,"ANKARA","ALTINDAĞ",213334,28430,8816,4923,46161,116843
6,56,"ANKARA","AYAŞ",8906,2077,231,226,1554,4337
6,86,"ANKARA","BEYPAZARI",30709,8843,1004,455,4124,14805
6,125,"ANKARA","ÇAMLIDERE",4654,584,15,78,468,3367
6,158,"ANKARA","ÇUBUK",51620,6953,909,1470,5757,34376
6,262,"ANKARA","GÜDÜL",6060,1181,34,80,788,3711
6,322,"ANKARA","KALECİK",8919,1754,76,161,1668,4896
6,708,"ANKARA","KAZAN",28076,6176,641,650,3079,16450
6,638,"ANKARA","KEÇİÖREN",543985,103894,21149,10685,127740,255664
6,367,"ANKARA","KIZILCAHAMAM",17638,3923,140,737,1909,10310
6,432,"ANKARA","NALLIHAN",19912,4571,145,335,5127,8913
6,983,"ANKARA","PURSAKLAR",76160,11420,1154,2268,6914,50755
6,616,"ANKARA","YENİMAHALLE",396851,69333,21703,6654,135168,142922
7,21,"ANTALYA","AKSEKİ",7649,1132,64,151,2342,3712
7,984,"ANTALYA","AKSU",38632,10212,2911,438,8866,15487
7,26,"ANTALYA","ALANYA",152842,44285,8042,1644,33719,62414
7,704,"ANTALYA","DEMRE",16180,3928,266,570,4147,6808
7,985,"ANTALYA","DÖŞEMEALTI",31798,6366,1752,413,9543,13077
7,201,"ANTALYA","ELMALI",25138,4898,640,639,6978,10810
7,231,"ANTALYA","FİNİKE",28665,6871,868,319,9301,10295
7,234,"ANTALYA","GAZİPAŞA",30266,7448,531,459,9727,11242
7,267,"ANTALYA","GÜNDOĞMUŞ",5030,1110,52,68,963,2513
7,839,"ANTALYA","İBRADI",1932,225,9,23,725,887
7,346,"ANTALYA","KAŞ",34109,7329,989,423,11415,12767
7,852,"ANTALYA","KEMER",22583,5651,1956,193,7350,7085
7,941,"ANTALYA","KEPEZ",276182,56807,34680,3874,72860,104058
7,942,"ANTALYA","KONYAALTI",85668,14803,6653,862,41392,20206
7,376,"ANTALYA","KORKUTELİ",34428,7518,623,1614,8344,15552
7,385,"ANTALYA","KUMLUCA",41499,10543,1904,508,11387,16409
7,405,"ANTALYA","MANAVGAT",124040,30100,5515,1340,40199,44745
7,943,"ANTALYA","MURATPAŞA",279543,48967,20944,2806,127804,73521
7,509,"ANTALYA","SERİK",69455,18808,1695,730,21802,24881
75,43,"ARDAHAN","ARDAHAN MERKEZ",22555,2432,8827,155,3382,4800
75,150,"ARDAHAN","ÇILDIR",5537,708,190,53,1848,1566
75,900,"ARDAHAN","DAMAL",3458,51,288,27,2649,212
75,253,"ARDAHAN","GÖLE",14424,375,7009,188,1408,4401
75,277,"ARDAHAN","HANAK",5821,356,540,68,2373,1499
75,472,"ARDAHAN","POSOF",4476,470,236,70,830,2279
8,44,"ARTVİN","ARDANUÇ",7595,1453,136,111,3358,2286
8,46,"ARTVİN","ARHAVİ",12999,2381,218,279,4242,5586
8,51,"ARTVİN","ARTVİN MERKEZ",21551,5511,435,358,7237,7364
8,101,"ARTVİN","BORÇKA",14265,3667,215,355,3064,6645
8,292,"ARTVİN","HOPA",21255,4517,1551,286,8366,6182
8,721,"ARTVİN","MURGUL",3963,1218,51,54,1299,1244
8,546,"ARTVİN","ŞAVŞAT",12470,2899,237,220,4185,4373
8,629,"ARTVİN","YUSUFELİ",14041,3157,88,198,1767,8290
9,105,"AYDIN","BOZDOĞAN",22535,4371,196,361,8270,8566
9,674,"AYDIN","BUHARKENT",8291,1613,481,110,3203,2713
9,154,"AYDIN","ÇİNE",34463,5984,535,384,13777,12538
9,892,"AYDIN","DİDİM",43794,6496,6917,315,20034,9117
9,1025,"AYDIN","EFELER",169401,31472,17212,2130,67942,47792
9,245,"AYDIN","GERMENCİK",27580,5597,4942,212,10061,6212
9,700,"AYDIN","İNCİRLİOVA",26791,5485,1850,196,9677,9199
9,330,"AYDIN","KARACASU",12653,2222,145,127,5408,4335
9,850,"AYDIN","KARPUZLU",7723,1207,57,77,2425,3735
9,373,"AYDIN","KOÇARLI",15935,2490,406,129,5880,6695
9,861,"AYDIN","KÖŞK",17225,4038,1130,286,2709,8684
9,390,"AYDIN","KUŞADASI",62918,10283,5543,460,32513,12702
9,391,"AYDIN","KUYUCAK",18980,3050,130,159,7764,7451
9,435,"AYDIN","NAZİLLİ",94726,18050,7025,1294,37586,28827
9,530,"AYDIN","SÖKE",72792,13244,10214,632,31301,16122
9,533,"AYDIN","SULTANHİSAR",13585,2404,1142,156,5537,4114
9,617,"AYDIN","YENİPAZAR",8911,1472,108,74,3230,3825
10,1030,"BALIKESİR","ALTIEYLÜL",109140,26270,2563,2195,28251,48193
10,60,"BALIKESİR","AYVALIK",46379,7545,3086,298,24424,10070
10,68,"BALIKESİR","BALYA",10459,1848,173,158,3705,4214
10,70,"BALIKESİR","BANDIRMA",93784,17497,3893,1429,40956,28398
10,90,"BALIKESİR","BİGADİÇ",32828,6776,489,940,7443,16547
10,115,"BALIKESİR","BURHANİYE",37244,5826,2163,324,17116,10951
10,189,"BALIKESİR","DURSUNBEY",26478,3832,147,1291,2304,18282
10,192,"BALIKESİR","EDREMİT",90418,14504,5601,1385,42287,24817
10,208,"BALIKESİR","ERDEK",22855,2499,503,171,12787,6436
10,821,"BALIKESİR","GÖMEÇ",8735,1608,499,76,3865,2527
10,257,"BALIKESİR","GÖNEN",50145,10580,1063,629,16896,19940
10,281,"BALIKESİR","HAVRAN",17826,3935,112,318,4515,8472
10,314,"BALIKESİR","İVRİNDİ",23824,4474,175,469,5256,12703
10,1029,"BALIKESİR","KARESİ",112618,29260,2163,2875,27566,49207
10,356,"BALIKESİR","KEPSUT",16201,3829,81,478,1977,9435
10,407,"BALIKESİR","MANYAS",14384,2266,173,151,6613,4863
10,717,"BALIKESİR","MARMARA",6081,864,255,55,2440,2370
10,501,"BALIKESİR","SAVAŞTEPE",12656,3150,199,155,2744,6122
10,512,"BALIKESİR","SINDIRGI",26136,6948,126,511,5938,12012
10,537,"BALIKESİR","SUSURLUK",27210,5640,393,410,10372,9881
74,654,"BARTIN","AMASRA",9688,1846,131,340,3964,3022
74,71,"BARTIN","BARTIN MERKEZ",90536,17242,1231,4643,27693,36681
74,389,"BARTIN","KURUCAŞİLE",4510,708,30,195,1677,1663
74,594,"BARTIN","ULUS",14866,1974,79,499,3172,8227
72,73,"BATMAN","BATMAN MERKEZ",195765,2041,145596,2007,1294,32071
72,83,"BATMAN","BEŞİRİ",13935,88,10418,72,48,2446
72,242,"BATMAN","GERCÜŞ",9813,166,5792,112,89,2553
72,834,"BATMAN","HASANKEYF",3074,45,1939,28,37,799
72,380,"BATMAN","KOZLUK",28852,213,21797,125,176,5271
72,500,"BATMAN","SASON",12026,197,5644,195,438,4773
69,660,"BAYBURT","AYDINTEPE",4217,1231,5,124,89,2683
69,75,"BAYBURT","BAYBURT MERKEZ",35972,12158,443,1024,762,21150
69,681,"BAYBURT","DEMİRÖZÜ",4938,1058,18,158,258,3376
11,91,"BİLECİK","BİLECİK MERKEZ",41038,11320,1214,697,11985,14948
11,109,"BİLECİK","BOZÜYÜK",45878,12097,2258,910,14966,14971
11,256,"BİLECİK","GÖLPAZARI",7198,1314,60,101,2336,3141
11,841,"BİLECİK","İNHİSAR",1915,361,19,40,619,815
11,452,"BİLECİK","OSMANELİ",13853,3354,181,448,3475,6124
11,464,"BİLECİK","PAZARYERİ",7458,2243,279,84,1520,3148
11,529,"BİLECİK","SÖĞÜT",11970,2843,312,580,3217,4793
11,750,"BİLECİK","YENİPAZAR",2433,451,10,26,685,1210
12,643,"BİNGÖL","ADAKLI",4420,80,2111,68,94,1799
12,92,"BİNGÖL","BİNGÖL MERKEZ",74264,2428,28410,828,759,36842
12,241,"BİNGÖL","GENÇ",16238,334,4218,199,116,10262
12,341,"BİNGÖL","KARLIOVA",14965,207,11732,63,82,1517
12,369,"BİNGÖL","KİĞI",2914,210,1434,37,221,907
12,526,"BİNGÖL","SOLHAN",14914,272,3762,213,96,9422
12,748,"BİNGÖL","YAYLADERE",1150,130,724,14,60,195
12,889,"BİNGÖL","YEDİSU",1703,30,1074,11,201,342
13,6,"BİTLİS","ADİLCEVAZ",13968,940,8644,91,257,3734
13,12,"BİTLİS","AHLAT",18452,1441,11333,140,342,4975
13,95,"BİTLİS","BİTLİS MERKEZ",31269,1284,16807,418,580,10826
13,691,"BİTLİS","GÜROYMAK",20228,271,14022,124,182,5301
13,291,"BİTLİS","HİZAN",15416,171,9078,100,118,5598
13,430,"BİTLİS","MUTKİ",12438,324,4403,141,153,6939
13,562,"BİTLİS","TATVAN",42578,1616,28817,325,435,10399
14,98,"BOLU","BOLU MERKEZ",112872,21377,2618,4036,32823,49998
14,809,"BOLU","DÖRTDİVAN",4509,452,13,143,317,3494
14,243,"BOLU","GEREDE",22108,1679,130,732,1665,17633
14,261,"BOLU","GÖYNÜK",10605,1150,48,401,1545,7096
14,360,"BOLU","KIBRISCIK",2323,218,21,45,897,1053
14,415,"BOLU","MENGEN",9142,1151,67,286,3100,4299
14,424,"BOLU","MUDURNU",13536,2327,81,422,3412,6768
14,503,"BOLU","SEBEN",3994,783,22,91,871,2107
14,890,"BOLU","YENİÇAĞA",4907,469,21,402,646,3270
15,9,"BURDUR","AĞLASUN",5776,1095,35,134,988,3352
15,767,"BURDUR","ALTINYAYLA",3481,654,18,62,356,2219
15,110,"BURDUR","BUCAK",40713,11890,492,1118,5687,20691
