"IL_ID","ILCE_ID","IL_ADI","ILCE_ADI","TOPLAM","MHP","HDP","SAADET","CHP","AK PARTİ"
38,608,"KAYSERİ","YAHYALI",21857,4153,120,568,1120,15573
38,620,"KAYSERİ","YEŞİLHİSAR",10356,2383,107,264,2000,5433
79,915,"KİLİS","ELBEYLİ",3078,953,86,23,490,1480
79,370,"KİLİS","KİLİS MERKEZ",53142,20364,1989,664,3778,25066
79,916,"KİLİS","MUSABEYLİ",6697,1287,280,163,627,4135
79,917,"KİLİS","POLATELİ",2678,755,62,32,146,1590
71,773,"KIRIKKALE","BAHŞİLİ",4370,1032,52,118,566,2493
71,775,"KIRIKKALE","BALIŞEYH",3922,1084,129,95,745,1770
71,794,"KIRIKKALE","ÇELEBİ",1526,431,17,31,130,890
71,166,"KIRIKKALE","DELİCE",5787,1089,101,59,1291,3141
71,847,"KIRIKKALE","KARAKEÇİLİ",2202,636,4,50,125,1356
71,357,"KIRIKKALE","KESKİN",10446,2555,55,143,1304,6195
71,363,"KIRIKKALE","KIRIKKALE MERKEZ",118866,35776,1380,2976,17639,59339
71,531,"KIRIKKALE","SULAKYURT",4576,1067,54,45,1407,1917
71,885,"KIRIKKALE","YAHŞİHAN",9671,2925,220,262,1512,4596
39,62,"KIRKLARELİ","BABAESKİ",34307,6585,628,259,19333,6706
39,168,"KIRKLARELİ","DEMİRKÖY",5454,1166,198,71,1927,1898
39,365,"KIRKLARELİ","KIRKLARELİ MERKEZ",58234,15774,1551,520,24324,14799
39,374,"KIRKLARELİ","KOFÇAZ",1960,349,16,16,937,559
39,398,"KIRKLARELİ","LÜLEBURGAZ",95480,17854,2510,828,51553,21169
39,465,"KIRKLARELİ","PEHLİVANKÖY",2954,721,25,20,1442,652
39,470,"KIRKLARELİ","PINARHİSAR",13098,2911,222,122,6222,3236
39,607,"KIRKLARELİ","VİZE",19602,4100,165,203,10160,4327
40,762,"KIRŞEHİR","AKÇAKENT",2648,696,29,53,224,1582
40,647,"KIRŞEHİR","AKPINAR",4929,1283,70,62,1181,2178
40,783,"KIRŞEHİR","BOZTEPE",3752,573,1034,24,832,1231
40,152,"KIRŞEHİR","ÇİÇEKDAĞI",9242,2802,481,159,872,4763
40,324,"KIRŞEHİR","KAMAN",21197,6934,421,230,5088,8093
40,366,"KIRŞEHİR","KIRŞEHİR MERKEZ",79435,27015,5824,1005,15353,29294
40,422,"KIRŞEHİR","MUCUR",11842,3479,224,171,2201,5575
41,995,"KOCAELİ","BAŞİSKELE",49651,6937,1649,3589,7644,29132
41,996,"KOCAELİ","ÇAYIROVA",64536,8885,6074,3120,13759,31828
41,997,"KOCAELİ","DARICA",103610,16275,12824,3783,20483,48859
41,922,"KOCAELİ","DERİNCE",84313,14905,5618,3751,22671,36137
41,998,"KOCAELİ","DİLOVASI",24728,2502,9762,516,1619,9923
41,235,"KOCAELİ","GEBZE",204489,32294,14398,9894,44356,100384
41,252,"KOCAELİ","GÖLCÜK",92586,14155,3226,4933,27121,41742
41,999,"KOCAELİ","İZMİT",210599,31210,9291,11503,68315,86540
41,325,"KOCAELİ","KANDIRA",30222,4270,322,983,7432,16095
41,335,"KOCAELİ","KARAMÜRSEL",34099,5319,969,2266,8985,15942
41,1000,"KOCAELİ","KARTEPE",64516,9320,2682,3209,14331,34024
41,714,"KOCAELİ","KÖRFEZ",88798,15359,10457,4683,19872,37027
42,761,"KONYA","AHIRLI",2769,525,16,68,291,1798
42,646,"KONYA","AKÖREN",3631,623,11,67,281,2592
42,22,"KONYA","AKŞEHİR",57155,14579,813,863,11697,28148
42,653,"KONYA","ALTINEKİN",8741,740,39,268,516,7099
42,87,"KONYA","BEYŞEHİR",43007,15112,192,1089,2298,23715
42,106,"KONYA","BOZKIR",15923,2819,70,522,1528,10602
42,120,"KONYA","CİHANBEYLİ",28994,2594,10246,329,2214,13141
42,795,"KONYA","ÇELTİK",5786,1281,108,85,615,3606
42,160,"KONYA","ÇUMRA",39041,6941,291,1038,2041,28249
42,800,"KONYA","DERBENT",2895,421,13,57,654,1686
42,682,"KONYA","DEREBUCAK",4193,1165,5,55,260,2621
42,183,"KONYA","DOĞANHİSAR",11417,2319,58,313,1975,6288
42,813,"KONYA","EMİRGAZİ",4339,783,37,67,688,2693
42,210,"KONYA","EREĞLİ",80857,20289,3024,1101,19437,35883
42,826,"KONYA","GÜNEYSINIR",6145,626,13,184,172,5087
42,272,"KONYA","HADİM",7929,1164,50,192,680,5672
42,830,"KONYA","HALKAPINAR",2805,586,11,31,300,1801
42,697,"KONYA","HÜYÜK",10630,2642,49,242,1596,5909
42,297,"KONYA","ILGIN",34276,7322,273,864,5099,20090
42,317,"KONYA","KADINHANI",19148,2314,162,676,1513,14225
42,336,"KONYA","KARAPINAR",26628,4262,122,620,4428,16701
42,707,"KONYA","KARATAY",164499,15036,7433,5754,6436,128347
42,384,"KONYA","KULU",24977,2180,7012,477,1218,13692
42,720,"KONYA","MERAM",198820,23789,3640,6847,13190,149536
42,491,"KONYA","SARAYÖNÜ",16234,2013,299,891,1125,11731
42,732,"KONYA","SELÇUKLU",336299,56085,15227,11519,27645,222655
42,510,"KONYA","SEYDİŞEHİR",40099,8412,291,1695,8559,20306
42,741,"KONYA","TAŞKENT",4145,664,13,142,239,3013
42,883,"KONYA","TUZLUKÇU",4265,850,31,53,1162,2098
42,887,"KONYA","YALIHÜYÜK",1079,233,6,25,77,724
42,628,"KONYA","YUNAK",12705,1938,944,228,807,8587
43,32,"KÜTAHYA","ALTINTAŞ",11014,2559,73,702,1445,5946
43,657,"KÜTAHYA","ASLANAPA",7094,1436,27,211,354,4925
43,791,"KÜTAHYA","ÇAVDARHİSAR",5025,1116,23,179,722,2758
43,186,"KÜTAHYA","DOMANİÇ",10772,2643,77,638,1544,5631
43,683,"KÜTAHYA","DUMLUPINAR",1998,448,7,38,365,1088
43,202,"KÜTAHYA","EMET",14390,3566,86,850,1605,7943
43,236,"KÜTAHYA","GEDİZ",34111,10104,166,664,3490,18762
43,695,"KÜTAHYA","HİSARCIK",8833,2152,80,272,1187,4916
43,393,"KÜTAHYA","KÜTAHYA MERKEZ",154233,41534,1798,5533,20603,82337
43,872,"KÜTAHYA","PAZARLAR",3498,777,20,93,375,2125
43,518,"KÜTAHYA","SİMAV",42102,11710,188,737,4667,23578
43,736,"KÜTAHYA","ŞAPHANE",4773,1108,55,121,768,2543
43,564,"KÜTAHYA","TAVŞANLI",68564,19704,592,3143,6345,37593
44,14,"MALATYA","AKÇADAĞ",18188,1807,3177,122,3363,7071
44,42,"MALATYA","ARAPGİR",6566,875,299,110,2094,3069
44,47,"MALATYA","ARGUVAN",5570,125,1252,37,3205,863
44,665,"MALATYA","BATTALGAZİ",167873,17176,11437,3374,20005,111139
44,163,"MALATYA","DARENDE",15403,2270,518,486,1342,10520
44,184,"MALATYA","DOĞANŞEHİR",23361,3813,3363,468,5056,10113
44,807,"MALATYA","DOĞANYOL",2321,286,103,96,283,1506
44,287,"MALATYA","HEKİMHAN",13066,1707,492,152,5936,4564
44,846,"MALATYA","KALE",3997,135,88,58,223,3371
44,862,"MALATYA","KULUNCAK",4909,696,170,64,1301,2579
44,475,"MALATYA","PÜTÜRGE",8794,373,566,241,716,6744
44,888,"MALATYA","YAZIHAN",8124,451,1306,125,1697,4298
44,622,"MALATYA","YEŞİLYURT",160896,20357,11867,2719,27669,91622
45,644,"MANİSA","AHMETLİ",10924,2830,627,111,2766,4409
45,18,"MANİSA","AKHİSAR",109765,23325,3526,1720,39889,39021
45,27,"MANİSA","ALAŞEHİR",64395,15224,3221,893,21453,21557
45,167,"MANİSA","DEMİRCİ",26830,7022,229,730,3382,14862
45,686,"MANİSA","GÖLMARMARA",9827,1879,2023,63,2823,2873
45,259,"MANİSA","GÖRDES",20354,5799,188,319,3077,10387
45,364,"MANİSA","KIRKAĞAÇ",25796,5099,313,676,5084,14066
45,858,"MANİSA","KÖPRÜBAŞI",9515,2999,101,103,1861,4232
45,382,"MANİSA","KULA",30573,7950,360,351,7864,13269
45,483,"MANİSA","SALİHLİ",104917,25451,7539,910,39947,29028
45,493,"MANİSA","SARIGÖL",25234,7038,763,228,9076,7326
45,499,"MANİSA","SARUHANLI",37190,8254,2768,353,13052,12121
45,506,"MANİSA","SELENDİ",14114,3402,94,123,3065,7061
45,527,"MANİSA","SOMA",68287,17344,1840,1932,18753,27224
45,1037,"MANİSA","ŞEHZADELER",105420,26008,10401,1215,27974,38257
45,582,"MANİSA","TURGUTLU",94959,18624,11434,1535,27862,34053
45,1038,"MANİSA","YUNUSEMRE",129193,32644,14077,1900,31345,47181
47,1040,"MARDİN","ARTUKLU",75277,1561,38445,797,1775,25428
47,680,"MARDİN","DARGEÇİT",12419,176,10067,59,83,1571
47,171,"MARDİN","DERİK",31088,136,27392,50,99,2400
47,368,"MARDİN","KIZILTEPE",119006,677,102787,284,694,11447
47,412,"MARDİN","MAZIDAĞI",15766,123,13470,53,83,1380
47,419,"MARDİN","MİDYAT",43135,749,20720,382,503,17571
47,440,"MARDİN","NUSAYBİN",54932,440,49669,154,204,3586
47,457,"MARDİN","ÖMERLİ",6891,111,3728,43,132,2436
47,502,"MARDİN","SAVUR",12401,152,8002,70,125,3157
47,894,"MARDİN","YEŞİLLİ",6798,63,2383,52,36,3637
33,991,"MERSİN","AKDENİZ",153269,19838,56528,1240,40175,33707
33,35,"MERSİN","ANAMUR",41243,13596,630,569,12316,13295
33,659,"MERSİN","AYDINCIK",6970,2675,52,61,1819,2222
33,672,"MERSİN","BOZYAZI",16639,6157,175,188,3139,6612
33,785,"MERSİN","ÇAMLIYAYLA",5926,2507,52,64,977,2163
33,209,"MERSİN","ERDEMLİ",80824,24042,3378,1353,15840,34899
33,263,"MERSİN","GÜLNAR",16881,5926,102,205,5074,5229
33,992,"MERSİN","MEZİTLİ",101511,22327,14863,898,40657,21272
33,429,"MERSİN","MUT",37577,10802,361,696,10340,14604
33,514,"MERSİN","SİLİFKE",73047,23783,1432,668,24999,20695
33,558,"MERSİN","TARSUS",191363,60186,35108,1503,51819,39925
33,993,"MERSİN","TOROSLAR",162430,38489,40527,2041,34107,45323
33,994,"MERSİN","YENİŞEHİR",142097,25279,30219,1115,56937,26743
48,96,"MUĞLA","BODRUM",94426,14154,9169,540,53051,15295
48,635,"MUĞLA","DALAMAN",21985,5237,675,201,8188,7146
48,164,"MUĞLA","DATÇA",13224,2255,1145,54,6719,2464
48,229,"MUĞLA","FETHİYE",87111,18068,2928,947,35079,27873
48,851,"MUĞLA","KAVAKLIDERE",6994,1781,58,91,1754,3044
48,381,"MUĞLA","KÖYCEĞİZ",21109,2983,528,183,9226,7398
48,410,"MUĞLA","MARMARİS",51028,8479,3583,305,26460,10895
48,1053,"MUĞLA","MENTEŞE",67022,12408,3279,529,32600,16033
48,421,"MUĞLA","MİLAS",87798,18566,4615,656,40347,20633
48,724,"MUĞLA","ORTACA",28632,6545,1021,263,12501,7631
48,1054,"MUĞLA","SEYDİKEMER",35765,6473,378,455,10463,16713
48,588,"MUĞLA","ULA",16385,2484,540,135,7843,4678
48,612,"MUĞLA","YATAĞAN",30660,6747,638,296,13122,8645
49,112,"MUŞ","BULANIK",39157,843,36020,120,359,1673
49,694,"MUŞ","HASKÖY",13323,95,4126,126,96,8789
49,857,"MUŞ","KORKUT",12338,61,10232,48,26,1909
49,403,"MUŞ","MALAZGİRT",25004,259,23034,107,166,1306
49,427,"MUŞ","MUŞ MERKEZ",85622,2198,47753,1044,973,32884
49,604,"MUŞ","VARTO",17680,149,16540,39,489,368
50,642,"NEVŞEHİR","ACIGÖL",10698,1455,20,215,546,8229
50,54,"NEVŞEHİR","AVANOS",20918,5929,430,295,5602,8291
50,172,"NEVŞEHİR","DERİNKUYU",11389,2303,43,315,2451,6088
50,264,"NEVŞEHİR","GÜLŞEHİR",13636,4229,89,146,1923,6927
50,271,"NEVŞEHİR","HACIBEKTAŞ",8012,1426,339,74,3874,2106
50,378,"NEVŞEHİR","KOZAKLI",8950,3517,92,111,1782,3269
50,436,"NEVŞEHİR","NEVŞEHİR MERKEZ",76556,22959,1080,1576,5357,44530
50,600,"NEVŞEHİR","ÜRGÜP",22853,6134,274,387,4299,11355
51,769,"NİĞDE","ALTUNHİSAR",6452,1075,31,132,1062,3977
51,100,"NİĞDE","BOR",36575,10265,291,624,7075,17801
51,123,"NİĞDE","ÇAMARDI",7581,1485,36,112,1245,4473
51,797,"NİĞDE","ÇİFTLİK",13017,3794,46,173,2792,5928
51,437,"NİĞDE","NİĞDE MERKEZ",113156,29091,1623,3302,24550,53075
51,593,"NİĞDE","ULUKIŞLA",13366,2934,190,187,3948,5776
52,19,"ORDU","AKKUŞ",12599,1623,97,198,2307,7603
52,1036,"ORDU","ALTINORDU",118404,14735,1164,2024,48136,50452
52,57,"ORDU","AYBASTI",11885,1555,111,278,2235,7224
52,784,"ORDU","ÇAMAŞ",5435,826,24,129,1123,3181
52,790,"ORDU","ÇATALPINAR",7292,831,21,158,693,5391
52,793,"ORDU","ÇAYBAŞI",7073,1058,27,128,663,4936
52,226,"ORDU","FATSA",59960,8267,675,1363,17778,30686
52,255,"ORDU","GÖLKÖY",15893,3124,109,195,4565,7366
52,688,"ORDU","GÜLYALI",5811,591,44,74,2372,2616
52,690,"ORDU","GÜRGENTEPE",9043,1006,63,76,3930,3740
52,840,"ORDU","İKİZCE",8761,1492,53,238,1631,5051
52,843,"ORDU","KABADÜZ",4964,659,22,63,1040,3039
52,844,"ORDU","KABATAŞ",6122,1653,48,99,751,3360
52,375,"ORDU","KORGAN",16165,1355,85,976,1777,11339
52,386,"ORDU","KUMRU",16664,2009,73,347,1623,12072
52,418,"ORDU","MESUDİYE",8905,842,43,140,2400,5243
52,466,"ORDU","PERŞEMBE",20497,3177,125,199,7596,8861
52,589,"ORDU","ULUBEY",12264,1192,66,138,3834,6681
52,599,"ORDU","ÜNYE",69490,7915,538,2871,14409,42328
80,64,"OSMANİYE","BAHÇE",12286,4952,103,109,821,6042
80,636,"OSMANİYE","DÜZİÇİ",42713,16972,371,397,9431,14843
80,919,"OSMANİYE","HASANBEYLİ",2669,1209,26,40,312,1021
80,318,"OSMANİYE","KADİRLİ",69940,25832,807,707,10984,30286
80,453,"OSMANİYE","OSMANİYE MERKEZ",134222,57310,8705,2356,13510,50616
80,920,"OSMANİYE","SUMBAS",8738,4028,52,68,1422,2979
80,921,"OSMANİYE","TOPRAKKALE",8845,4583,379,97,804,2906
53,45,"RİZE","ARDEŞEN",23200,2394,283,1120,5348,13587
53,126,"RİZE","ÇAMLIHEMŞİN",3937,315,73,51,738,2647
53,139,"RİZE","ÇAYELİ",25890,3241,161,688,2552,18917
53,801,"RİZE","DEREPAZARI",4924,270,16,288,754,3529
53,230,"RİZE","FINDIKLI",9840,962,339,135,4037,4123
53,689,"RİZE","GÜNEYSU",9699,453,26,176,670,8240
53,836,"RİZE","HEMŞİN",1552,138,16,8,413,894
53,302,"RİZE","İKİZDERE",3992,283,18,120,423,3068
53,842,"RİZE","İYİDERE",5579,278,34,217,709,4272
53,323,"RİZE","KALKANDERE",7333,476,32,270,1085,5346
53,462,"RİZE","PAZAR",18754,2070,295,335,5008,10610
53,479,"RİZE","RİZE MERKEZ",81664,4979,904,3388,15355,55895
54,1004,"SAKARYA","ADAPAZARI",160258,33047,5281,5746,30280,83581
54,23,"SAKARYA","AKYAZI",53198,9217,397,2348,4623,35848
54,1005,"SAKARYA","ARİFİYE",24077,3829,1440,972,2735,14743
54,1006,"SAKARYA","ERENLER",48900,8175,1329,2045,5729,30985
54,818,"SAKARYA","FERİZLİ",14927,2916,101,342,2347,8944
54,248,"SAKARYA","GEYVE",29922,6769,582,1775,4490,15689
54,288,"SAKARYA","HENDEK",46669,11124,861,1176,5993,26661
54,848,"SAKARYA","KARAPÜRÇEK",7595,1125,167,553,829,4813
54,337,"SAKARYA","KARASU",35205,5477,728,1042,7045,20407
54,348,"SAKARYA","KAYNARCA",14828,2523,95,531,1800,9589
54,711,"SAKARYA","KOCAALİ",13959,2227,148,835,2088,8433
54,726,"SAKARYA","PAMUKOVA",17695,3249,138,1034,3347,9654
54,488,"SAKARYA","SAPANCA",24899,4227,946,1159,5278,12798
54,1007,"SAKARYA","SERDİVAN",65561,14687,2399,2387,11378,33834
54,879,"SAKARYA","SÖĞÜTLÜ",9480,1688,59,200,2153,5237
54,740,"SAKARYA","TARAKLI",4451,790,13,288,559,2690
55,25,"SAMSUN","ALAÇAM",17060,3237,173,235,5233,7562
55,656,"SAMSUN","ASARCIK",9068,1666,34,173,694,6232
55,1001,"SAMSUN","ATAKUM",92788,18572,2484,2193,31536,36627
55,772,"SAMSUN","AYVACIK",11411,1460,36,129,810,8655
55,63,"SAMSUN","BAFRA",88037,20782,840,2028,17745,44829
55,1002,"SAMSUN","CANİK",54178,8091,400,1662,9687,33455
55,132,"SAMSUN","ÇARŞAMBA",78750,12101,515,2851,13098,48566
55,283,"SAMSUN","HAVZA",25751,5119,282,578,5629,13568
55,1003,"SAMSUN","İLKADIM",193606,34566,2999,6145,57202,89717
55,347,"SAMSUN","KAVAK",13032,3028,69,340,2164,6978
55,394,"SAMSUN","LADİK",11289,2138,50,310,2360,6104
55,731,"SAMSUN","SALIPAZARI",11633,1758,50,222,1596,7663
55,742,"SAMSUN","TEKKEKÖY",30555,3117,157,850,9897,15986
55,569,"SAMSUN","TERME",44746,6816,256,1938,7054,27689
55,605,"SAMSUN","VEZİRKÖPRÜ",51681,9322,259,1346,6058,33066
55,886,"SAMSUN","YAKAKENT",5416,891,82,177,1459,2591
55,1028,"SAMSUN","19 MAYIS",15469,2100,91,490,2271,10269
63,15,"ŞANLIURFA","AKÇAKALE",33230,8042,2059,244,1533,19617
63,93,"ŞANLIURFA","BİRECİK",39587,2062,18698,395,2321,15113
63,108,"ŞANLIURFA","BOZOVA",24773,719,11816,176,309,11188
63,118,"ŞANLIURFA","CEYLANPINAR",33966,1434,18269,293,548,12573
63,1047,"ŞANLIURFA","EYYÜBİYE",129522,5102,36303,1323,4620,78479
63,275,"ŞANLIURFA","HALFETİ",17148,392,10411,124,750,5201
63,1048,"ŞANLIURFA","HALİLİYE",161736,6966,45206,2429,7425,95016
63,693,"ŞANLIURFA","HARRAN",28740,11392,487,179,435,15820
63,290,"ŞANLIURFA","HİLVAN",18914,309,7699,128,2126,6095
63,1049,"ŞANLIURFA","KARAKÖPRÜ",58065,3258,18120,1016,2398,31644
63,523,"ŞANLIURFA","SİVEREK",95189,978,41219,460,7734,32167
63,536,"ŞANLIURFA","SURUÇ",43990,383,35587,211,363,6845
63,606,"ŞANLIURFA","VİRANŞEHİR",77770,1421,47387,609,698,26687
56,78,"SİİRT","BAYKAN",11466,201,7738,107,102,3113
56,215,"SİİRT","ERUH",8881,368,6884,34,140,1284
56,388,"SİİRT","KURTALAN",26989,234,21891,181,212,4219
56,468,"SİİRT","PERVARİ",11820,287,7219,55,178,3752
56,513,"SİİRT","SİİRT MERKEZ",72168,2053,44781,999,995,22565
56,555,"SİİRT","ŞİRVAN",8912,213,4286,80,92,4038
56,771,"SİİRT","TİLLO",1823,32,575,18,16,1155
57,55,"SİNOP","AYANCIK",14651,1948,132,241,4981,6869
57,103,"SİNOP","BOYABAT",25736,5724,263,555,3507,14720
57,803,"SİNOP","DİKMEN",3319,252,26,59,590,2077
57,188,"SİNOP","DURAĞAN",10418,1547,103,189,797,7224
57,212,"SİNOP","ERFELEK",7498,725,60,153,2749,3388
57,246,"SİNOP","GERZE",14872,2263,202,296,4686,6628
57,874,"SİNOP","SARAYDÜZÜ",3720,648,12,79,396,2431
57,520,"SİNOP","SİNOP MERKEZ",37772,7250,687,553,17365,11000
57,586,"SİNOP","TÜRKELİ",8485,1077,73,177,1182,5718
58,763,"SİVAS","AKINCILAR",3368,404,26,94,551,2207
58,768,"SİVAS","ALTINYAYLA",5004,617,12,400,331,3564
58,180,"SİVAS","DİVRİĞİ",12049,853,589,203,7662,2563
58,806,"SİVAS","DOĞANŞAR",2068,292,4,80,44,1616
58,239,"SİVAS","GEMEREK",14824,4023,135,679,3827,5782
58,820,"SİVAS","GÖLOVA",2057,241,19,82,208,1457
58,270,"SİVAS","GÜRÜN",11498,2796,201,384,1848,6077
58,273,"SİVAS","HAFİK",6785,827,66,366,2288,3135
58,304,"SİVAS","İMRANLI",5374,503,438,123,2771,1481
58,326,"SİVAS","KANGAL",13709,3744,293,522,3313,5607
58,377,"SİVAS","KOYULHİSAR",8066,1123,59,254,1234,5043
58,521,"SİVAS","SİVAS MERKEZ",204979,38715,2175,15572,18067,128105
58,539,"SİVAS","SUŞEHRİ",15529,2839,72,670,998,10601
58,543,"SİVAS","ŞARKIŞLA",22881,4221,158,2030,3548,12537
58,884,"SİVAS","ULAŞ",5600,1040,68,256,1054,3075
58,624,"SİVAS","YILDIZELİ",20265,2214,121,1279,3177,13176
58,631,"SİVAS","ZARA",14701,2641,540,315,4182,6773
73,88,"ŞIRNAK","BEYTÜŞŞEBAP",8501,318,6822,39,142,1040
73,121,"ŞIRNAK","CİZRE",62020,755,57041,193,329,2655
73,824,"ŞIRNAK","GÜÇLÜKONAK",5113,233,4082,36,113,592
73,300,"ŞIRNAK","İDİL",30362,403,25411,106,244,3111
73,516,"ŞIRNAK","SİLOPİ",55573,987,49595,157,393,3835
73,554,"ŞIRNAK","ŞIRNAK MERKEZ",40491,1908,29050,280,616,6996
73,591,"ŞIRNAK","ULUDERE",18134,709,15855,70,273,1109
59,148,"TEKİRDAĞ","ÇERKEZKÖY",71847,9875,7690,1259,23528,28497
59,156,"TEKİRDAĞ","ÇORLU",144928,21820,8863,1983,68413,41357
59,1052,"TEKİRDAĞ","ERGENE",37611,5207,2612,455,17490,11147
59,285,"TEKİRDAĞ","HAYRABOLU",22136,3486,152,206,11670,5896
59,1051,"TEKİRDAĞ","KAPAKLI",54256,7869,3631,950,19226,21696
59,404,"TEKİRDAĞ","MALKARA",36097,5171,436,614,17575,11037
59,718,"TEKİRDAĞ","MARMARAEREĞLİSİ",14593,2014,1841,141,6266,4065
59,431,"TEKİRDAĞ","MURATLI",18210,2764,463,178,10251,3957
59,489,"TEKİRDAĞ","SARAY",32069,8102,851,351,14621,7393
59,1050,"TEKİRDAĞ","SÜLEYMANPAŞA",116403,17579,4177,1438,52851,36711
59,545,"TEKİRDAĞ","ŞARKÖY",20728,2394,605,220,11296,5593
60,29,"TOKAT","ALMUS",13232,1716,298,264,5111,5652
60,50,"TOKAT","ARTOVA",5673,1010,42,162,1172,3211
60,776,"TOKAT","BAŞÇİFTLİK",2962,643,22,71,455,1684
60,206,"TOKAT","ERBAA",53874,14418,326,1995,7497,28595
60,438,"TOKAT","NİKSAR",37367,7378,504,975,9505,18279
60,727,"TOKAT","PAZAR",8772,2059,33,242,741,5593
60,477,"TOKAT","REŞADİYE",18643,3668,103,468,3598,10464
60,880,"TOKAT","SULUSARAY",4324,675,32,189,390,2979
60,572,"TOKAT","TOKAT MERKEZ",111859,25768,1516,3323,17875,62226
60,583,"TOKAT","TURHAL",50382,10891,803,1480,12592,24035
60,751,"TOKAT","YEŞİLYURT",5349,1322,52,142,590,3180
60,633,"TOKAT","ZİLE",37046,7271,628,902,13289,14562
61,13,"TRABZON","AKÇAABAT",71124,12717,471,2196,12796,40816
61,40,"TRABZON","ARAKLI",24694,3092,212,1166,1503,18222
61,49,"TRABZON","ARSİN",16488,2420,77,618,1255,11831
61,668,"TRABZON","BEŞİKDÜZÜ",14032,6598,74,168,2937,3985
61,789,"TRABZON","ÇARŞIBAŞI",9924,2885,29,219,1194,5382
61,142,"TRABZON","ÇAYKARA",8303,889,57,358,901,5823
61,802,"TRABZON","DERNEKPAZARI",2461,210,11,154,177,1847
61,810,"TRABZON","DÜZKÖY",8579,1275,66,173,2313,4502
61,835,"TRABZON","HAYRAT",4891,397,19,174,317,3902
61,859,"TRABZON","KÖPRÜBAŞI",2951,272,11,181,155,2236
61,400,"TRABZON","MAÇKA",15183,2149,82,361,3440,8866
61,441,"TRABZON","OF",25359,2512,184,1978,2087,18127
61,1039,"TRABZON","ORTAHİSAR",185368,47044,2269,6199,38241,88542
61,540,"TRABZON","SÜRMENE",14643,2004,111,946,1833,9386
61,735,"TRABZON","ŞALPAZARI",7557,1860,21,196,856,4422
61,574,"TRABZON","TONYA",9776,1812,128,350,2744,4506
61,602,"TRABZON","VAKFIKEBİR",16825,4180,75,522,2427,9233
61,625,"TRABZON","YOMRA",19004,3735,105,503,2585,11745
62,145,"TUNCELİ","ÇEMİŞGEZEK",4770,603,1351,59,796,1871
62,294,"TUNCELİ","HOZAT",3475,144,1923,21,1156,175
62,411,"TUNCELİ","MAZGİRT",5424,80,3890,22,1006,362
62,434,"TUNCELİ","NAZIMİYE",2189,43,1560,7,467,67
62,455,"TUNCELİ","OVACIK",4191,120,2717,28,1110,154
62,467,"TUNCELİ","PERTEK",7249,446,4138,50,1311,1212
62,474,"TUNCELİ","PÜLÜMÜR",2241,49,1044,20,1032,66
62,581,"TUNCELİ","TUNCELİ MERKEZ",23421,1646,15648,174,4025,1722
64,69,"UŞAK","BANAZ",24281,7362,220,335,7454,8390
64,221,"UŞAK","EŞME",24478,6337,434,183,8943,8173
64,331,"UŞAK","KARAHALLI",7403,1338,101,161,2501,3167
64,522,"UŞAK","SİVASLI",13812,2630,192,154,5355,5229
64,590,"UŞAK","ULUBEY",9935,2348,79,154,3702,3492
64,597,"UŞAK","UŞAK MERKEZ",147125,43266,4306,3118,36420,57913
65,663,"VAN","BAHÇESARAY",6330,112,4140,74,67,1785
65,74,"VAN","BAŞKALE",26635,171,25937,52,100,317
65,679,"VAN","ÇALDIRAN",26092,379,22795,134,156,2404
65,134,"VAN","ÇATAK",10157,91,8297,82,81,1439
65,811,"VAN","EDREMİT",55591,2049,38636,455,723,12909
65,207,"VAN","ERCİŞ",74225,4738,49335,473,568,18205
65,247,"VAN","GEVAŞ",13867,302,8576,225,136,4393
65,269,"VAN","GÜRPINAR",18302,182,15873,61,116,1857
65,1042,"VAN","İPEKYOLU",137068,3342,95454,1031,1763,32943
65,426,"VAN","MURADİYE",21484,316,17293,102,158,3199
65,458,"VAN","ÖZALP",29908,324,27742,132,165,1386
65,873,"VAN","SARAY",10446,65,9846,15,24,454
65,1041,"VAN","TUŞBA",61812,1246,43993,454,781,14155
77,911,"YALOVA","ALTINOVA",14582,2027,1085,295,4372,6557
77,912,"YALOVA","ARMUTLU",5352,1127,301,158,1188,2468
77,913,"YALOVA","ÇINARCIK",17052,3161,1257,247,6161,5884
77,914,"YALOVA","ÇİFTLİKKÖY",20176,4006,1033,414,6091,8271
77,918,"YALOVA","TERMAL",3390,760,67,123,693,1685
77,609,"YALOVA","YALOVA MERKEZ",77064,15689,7671,1453,21551,29489
66,17,"YOZGAT","AKDAĞMADENİ",22962,6045,112,795,1654,14017
66,770,"YOZGAT","AYDINCIK",6387,1377,63,114,645,4088
66,97,"YOZGAT","BOĞAZLIYAN",20343,5995,204,350,4648,8831
66,788,"YOZGAT","ÇANDIR",2898,996,17,35,521,1281
66,140,"YOZGAT","ÇAYIRALAN",7209,1984,34,115,1271,3666
66,143,"YOZGAT","ÇEKEREK",12774,2246,80,389,1169,8688
66,845,"YOZGAT","KADIŞEHRİ",7197,1033,24,186,609,5232
66,875,"YOZGAT","SARAYKENT",5830,1326,11,77,88,4254
66,495,"YOZGAT","SARIKAYA",18105,4660,179,349,896,11733
66,528,"YOZGAT","SORGUN",43813,8899,272,1502,2584,30095
66,548,"YOZGAT","ŞEFAATLİ",9644,3817,48,119,1034,4509
66,891,"YOZGAT","YENİFAKILI",3678,1112,28,47,880,1555
66,619,"YOZGAT","YERKÖY",22237,7354,714,584,1967,11305
